,index,address/city,address/community,address/neighborhood,address/state,address/streetAddress,address/subdivision,address/zipcode,bathrooms,bedrooms,currency,description,latitude,livingArea,longitude,price,url,yearBuilt,zestmate,zestmate_rent,monthly_cost,monthly_cash_flow,yearly_return,school,school_sum
235,323,Fulshear,,Weston Lakes,TX,5107 Westerdale Dr,,77441,4.0,4.0,USD,"This is more than a home, it's a LIFESTYLE. Set among the mature trees lining Pecan Lake, this updated colonial boasts spacious rooms, 2 new HVAC systems, panoramic water views, recently completed BACKYARD OASIS, & more! Park in the governors drive or behind your own automated iron gate. Pass through the updated ranch style entry to double formals off either side of the grand staircase in this open foyer with views straight through the family room all the way to the Lake. Ask Alexa/Siri to turn on the smart lighting in the Family room, which opens to a Kitchen with hi bar & island. Master retreat in it's own wing with cathedral ceilings, His/Her closets, spa like bath, & water views. Upstairs bedrooms separated by a large game room with fireplace & doors to balcony overlooking the BACKYARD OASIS. Heated sports pool with spa/ sun shelf/ fountains/ new Pebble plaster/color changing smart lighting, gas fire pit, cabana & private dock. Guard gated community, smaller schools, NEVER FLOODED!",29.67473030090332,4527.0,-95.94052124023438,675000,https://www.zillow.com/homedetails/5107-Westerdale-Dr-Fulshear-TX-77441/27625613_zpid/,1988.0,,,,,,,
236,325,Brookshire,,,TX,4726 Gainsborough Dr,,77423,5.0,6.0,USD,"Magnificient home in the Fulshear area on 5 ag exempt acres; Home has never flooded!Agricultural exemption in place for the number of pecan trees located on the property. Upon entering the Grand Foyer with Italian marble floors, the living room and dining room are located on each side making a spectacular entrance. Stately Family room has an arched exterior wall w/ 2 rows of windows over looking the villa style swimming pool. Primary bedroom is spectacular with abundant wood work, separate sitting room and spa like primary bath.Five additional bedrooms, including one w/  en suite bath are located on other wing of house with exquisite Italian marble and wood acccent floors.This acreage setting provides plenty of room for horses,vinyard, pond or a guest house.",29.72606658935547,6171.0,-95.94834899902344,850000,https://www.zillow.com/homedetails/4726-Gainsborough-Dr-Brookshire-TX-77423/112159285_zpid/,2010.0,,,,,,,
237,326,Brookshire,,,TX,2029 Spindle Tree Ln,Kingsland Heights,77423,2.0,4.0,USD,"Starlight Homes New Construction - You will love this one story energy efficient new home. Stainless Steel appliances. Granite counter-tops, and a large kitchen Island w/ breakfast bar. Open spacious Kitchen, Dining and Family rooms are perfect for family time and entertaining. Large Master suite with generous walk-ins and a large glass framed shower. Remaining bedrooms are spacious and convenient to another full bathroom. This lovely neighborhood features playground area, a Gazebo and community grills and is zoned to highly rated, award-winning Katy ISD. Fast and easy commute from I-10. straight into Houston downtown, Katy Mills Mall, La Centerra at Cinco Ranch. H-E-B, Walmart and Kroger Marketplace are just around the corner. Contact agent to schedule a showing.",29.73153877258301,1827.0,-95.94292449951172,247600,https://www.zillow.com/homedetails/2029-Spindle-Tree-Ln-Brookshire-TX-77423/305217042_zpid/,2019.0,,,,,,,
238,327,Fulshear,,,TX,4603 Oxbow Cir W,,77441,5.0,4.0,USD,"This remarkable custom home on .45 beautiful lakefront acres, in the gated golf community of Weston Lakes, is your next dream home. The masterfully designed floor plan features 2 Bedrooms downstairs, 2 Bedrooms upstairs, 5 Bathrooms, a Study, Formal Dining Room, Butlers Pantry, and a 3-car Garage. Enjoy your gourmet Kitchen with granite island, breakfast bar, double oven, and huge walk-in pantry. The Owners Retreat features a spa-style Bathroom, massive closet with display case and drawers, and an entrance leading to your must-see outdoor haven. The second floor features a Game Room, Media/Bonus Room, and an over-sized screened in balcony to enjoy Oxbow Lake. Storage galore found in walk-out attic space and generously sized closets. Your backyard oasis includes a sparkling pool with waterfall/light features, built-in kitchen and gas fireplace with custom mantel. Plenty of yard space left for your toasty fire-pit and recreational enjoyment. Stop your search now, this home has it all!",29.66977310180664,4923.0,-95.93190002441406,950000,https://www.zillow.com/homedetails/4603-Oxbow-Cir-W-Fulshear-TX-77441/82710642_zpid/,2015.0,,,,,,,
239,328,Fulshear,,,TX,4603 Oxbow Cir W #W,,77441,5.0,4.0,USD,"This remarkable custom home on .45 beautiful lakefront acres, in the gated golf community of Weston Lakes, is your next dream home. The masterfully designed floor plan features 2 Bedrooms downstairs, 2 Bedrooms upstairs, 5 Bathrooms, a Study, Formal Dining Room, Butler's Pantry, and a 3-car Garage. Enjoy your gourmet Kitchen with granite island, breakfast bar, double oven, and huge walk-in pantry. The Owner's Retreat features a spa-style Bathroom, massive closet with display case and drawers, and an entrance leading to your must-see outdoor haven. The second floor features a Game Room, Media/Bonus Room, and an over-sized screened in balcony to enjoy Oxbow Lake. Storage galore found in walk-out attic space and generously sized closets. Your backyard oasis includes a sparkling pool with waterfall/light features, built-in kitchen and gas fireplace with custom mantel. Plenty of yard space left for your toasty fire-pit and recreational enjoyment. Stop your search now, this home has it all!",29.66977882385254,4923.0,-95.9319076538086,950000,https://www.zillow.com/homedetails/4603-Oxbow-Cir-W-W-Fulshear-TX-77441/2077387217_zpid/,2015.0,,,,,,,
240,329,Fulshear,,,TX,8314 Divot Trace Dr,Polo Ranch,77441,2.0,3.0,USD,"The popular Kyle plan features an island kitchen that is open to the dining area, great room and covered back porch. The primary bedroom is tucked away and includes a linen and large walk-in closets, separate tub and shower. Great standard features, including granite countertops in kitchen and all baths, 42 inch white cabinets, whirlpool brand stainless appliances, tankless water heater, full sod front and back with irrigation, home automation powered by Google, separate tub and shower in master bath, coach lights and more!",29.69117546081543,1698.0,-95.93040466308594,249990,https://www.zillow.com/homedetails/8314-Divot-Trace-Dr-Fulshear-TX-77441/2077633487_zpid/,2020.0,,,,,,,
241,330,Wallis,,,TX,10125 Fm 1489 Rd,,77485,4.0,3.0,USD,"Unique country home in booming Simonton/Fulshear area on 8.26 acres.   No flooding here as property sits on on highest ground in area.  Private road entrance from FM 1489 and minutes from FM 1093. Main home is approx. 3,661 sf which includes an 1,100 sf guest cottage attached to main house that currently operates as a country store. Also situated on the property are plentiful grafted pecan trees throughout, an outside enclosed building currently used as a taxidermy studio, a kitchen, a full bath w/shower, pecan house, and barn. Formerly a horse boarding facility, watering stations are found throughout the property.  The Great Room overlooks the outdoor covered patio w/wet bar - perfect for entertaining! Bring your horses and enjoy your new lifestyle or purchase for future residential or prime commercial development opportunities! Endless possibilities here!  40 min. from Houston via FM1093 tollway or 20 min from Katy via FM1489. Only 0.8 mi from FM1093 at FM1489.",29.66875457763672,3661.0,-95.97383880615234,1200000,https://www.zillow.com/homedetails/10125-Fm-1489-Rd-Wallis-TX-77485/82723382_zpid/,1994.0,,,,,,,
242,336,Wallis,,,TX,819 Pony Ln,,77485,2.0,3.0,USD,"This remodeled 3 bedroom, 2 bath home sits on a beautiful wooded lot that is little less than an acre. The interior of the home has tile floors, granite countertops. The kitchen has a brand new stainless steel appliance, new AC, New Roof, new Waterheater, new cabinets, new faucets and light fixtures, and an extra-large deck off the back with huge land all around the house.",29.68910789489746,1739.0,-95.99974060058594,187000,https://www.zillow.com/homedetails/819-Pony-Ln-Wallis-TX-77485/27541177_zpid/,1969.0,,,,,,,
243,337,Brookshire,,,TX,5206 Windy Plantation Dr,,77423,2.0,3.0,USD,"This amazing Lake Ridge Builders home in the desirable community of Vanbrooke is exactly what you've been searching for. Situated on a spacious lot, this 4-sided brick property features a premium elevation, tile flooring, faux wood blinds, a fireplace with a cast stone surround, and a covered patio for toudoor entertaining and leisure. The kitchen boasts granite countertops, a designer tile backsplash, stainless steel appliances, and 42"" cabinets. Relax in the private primary suite, complete with dual vanities, a 42"" tub, and separate shower. Community comforts include an open air pavilion with a fire pit, a playground, scenic lake, and swimming pool with a lounge, beach entry, and lap lanes. Conveniently located near major roadways, including I-10 and the Grand Parkway, as well as premier shopping, restaurants, and entertainment. Schools are zoned to Lamar Consolidated Independent School District. Call today to book your private showing!",29.72738075256348,1776.0,-95.93061065673828,280990,https://www.zillow.com/homedetails/5206-Windy-Plantation-Dr-Brookshire-TX-77423/2078840361_zpid/,2020.0,,,,,,,
244,340,Wallis,,,TX,38320 Buckskin Rd,,77485,,2.0,USD,"8 Acres on the river, approximately, true acreage may be more due to many years of Brazos River accretion. Only a survey could tell for sure. This property is being marketed and sold as Land Value Only - the current structures may or may not be useful to the next owner, it's being sold as-is and as Land Value only, and priced accordingly. This could be a real bonus, and a great opportunity, if the buyer chooses to utilize the existing structure instead of building new, many options are on the table. See the videos and virtual tours for many more details. Water Well already in place. Great opportunity for someone looking to build in a great community with little restrictions in place. It's in the Floodway so the county will require a minimum height on your living structure.  This land lies in Fort Bend County unincorporated. Right on the border of the Simonton city limits and adjacent to the Valley Lodge subdivision. No time limit to build,hold it until you're ready. No Mobile Homes",29.68356895446777,2147.0,-96.0275650024414,239900,https://www.zillow.com/homedetails/38320-Buckskin-Rd-Wallis-TX-77485/27530485_zpid/,1968.0,,,,,,,
245,342,Fulshear,,,TX,33111 Whitley Ct,,77441,,3.0,USD,"Investor opportunity! This property is being offered at Public Auction on 08-06-2019. Visit Auction.com now to view additional photos, Property Inspection Report with title information, plat maps and interior inspection reports when available. Auction.com is the nation's leading real estate transaction platform focused exclusively on the sale of residential foreclosure and bank-owned properties. The majority of these properties are priced below market value. Don't miss this special opportunity to buy homes at wholesale prices! In addition to this property, 529 other properties are scheduled for sale at this same Foreclosure Sale. In our online auctions and live Foreclosure Sales, Auction.com currently has 46 properties scheduled for sale in Fort Bend County and 1105 throughout Texas. All properties and sale details can be found with a simple search at Auction.com. Create a FREE account today to find more properties like this one, save searches of properties that meet your investment criteria and have the properties you're looking for emailed directly to you when posted in an upcoming sale event. To view the complete details of this exact property, click the Auction.com link below or paste the Property ID 2719871 into the search bar at Auction.com",29.66292381286621,2645.0,-95.94088745117188,340148,https://www.zillow.com/homedetails/33111-Whitley-Ct-Fulshear-TX-77441/27541550_zpid/,1993.0,,,,,,,
246,343,Fulshear,,,TX,32318 Hamilton Crest Dr,,77423,3.0,3.0,USD,"This incredible Lakewood Builders home in the desirable community of Vanbrooke is a must-see! Situated on a spacious lot, this 4-sided brick property features a premium elevation, tile flooring, crown and base molding, a fireplace with a cast stone surround, and a covered patio for outdoor entertaining and leisure. Dream up culinary masterpieces in the chef's kitchen, complete with granite countertops, a designer stone backsplash, 42"" cabinets, and stainless steel appliances. Unwind in the relaxing master bathroom, featuring dual vanities and an oversized shower. Enjoy easy access to major roadways, including I-10 and the Grand Parkway. Schools are zoned to Lamar Consolidated Independent School District. Call today for more information!",29.726320266723636,2279.0,-95.9284439086914,316990,https://www.zillow.com/homedetails/32318-Hamilton-Crest-Dr-Fulshear-TX-77423/2082049177_zpid/,2019.0,,,,,,,
247,345,FULSHEAR,,,TX,33210 Waltham Xing,,77441,5.0,4.0,USD,"Spectacular 4 bedroom & 4+ bathroom home with a 4-car garage sitting on 1.4 acres! Allow the home to welcome you with its unique doors and custom window panes. Boasting plenty of space with an office, an upstairs game room, and a gorgeous sunroom. The master bed and bath are a must see; double sinks, walk in shower, and garden tub! Some stand out features include stainless steel appliances, new carpet, tile floors, dedicated laundry room, and 2 beautiful fireplaces. This home is move in ready for you to enjoy its luxuries. Accessible to FM-1093 and located just minutes from Weston Lakes Country Club. Vacant home, ready to show, and ready for your immediate move in!",29.67671775817871,4589.0,-95.93994140625,624000,https://www.zillow.com/homedetails/33210-Waltham-Xing-Fulshear-TX-77441/71995107_zpid/,2005.0,,,,,,,
248,348,Katy,,,TX,23110 Two Harbors Glen St,,77494,4.0,5.0,USD,"Current tenant is occupying till 12/31/2020. Please call before the showing. STUNNING LAKE FRONT HOME in Avalon Estates with many exquisite features! Hardwood flooring in dining and study, custom tile. Immaculate island kitchen with granite counters and stainless steel appliances. Luxurious master suite with double sinks and separate shower & whirlpool tub. Spacious study with built-ins, game room, computer nook, media room and secondary bedrooms make up second floor. Outdoor kitchen; beautiful backyard with stunning lake views!",29.71670150756836,5274.0,-95.78191375732422,995000,https://www.zillow.com/homedetails/23110-Two-Harbors-Glen-St-Katy-TX-77494/82725885_zpid/,2007.0,,,,,,,
249,349,Katy,,,TX,25311 Madison Falls Ln,,77494,4.0,4.0,USD,"Beautiful Trendmaker home in sought after Cinco Ranch, zoned to excellent Katy ISD schools.  Home comes with many upgrades, porte cochere, plantation shutters, island kitchen, bay windows, French doors to study, work space in the garage with 10' extension, driveway gate for privacy and security for small children, covered patio to enjoy is prewired for TV and speakers, smart home automation. Kenmore water softener system is simple, effective and easy to access. Home will have a new roof with transferable warranty.",29.70734405517578,3665.0,-95.8182144165039,470000,https://www.zillow.com/homedetails/25311-Madison-Falls-Ln-Katy-TX-77494/84746220_zpid/,2008.0,,,,,,,
250,350,Katy,,,TX,24542 Carlton Springs Ln,,77494,2.0,3.0,USD,"This beautiful 1.5 stories home is loaded with 3 bedrooms, one flexible room, 2 full baths, and a huge game room upstairs. This very well maintained property offers Granite countertops and Stainless steel appliances. It is located in Cinco Ranch Southwest, and enjoys prestigious schools / KISD.",29.700857162475586,2237.0,-95.8033447265625,280000,https://www.zillow.com/homedetails/24542-Carlton-Springs-Ln-Katy-TX-77494/89621338_zpid/,2009.0,,,,,,,
251,351,Katy,,,TX,27015 Calaway Falls Ln,,77494,3.0,4.0,USD,"If you're looking for a large single story with a flexible floor plan, this is it.  This spacious Newmark ""Sydney"" floor plan offers 4 bedrooms, 3 full bathrooms, a study, a flex room that's perfect for a media room or a game room, a formal dining room, family room and an open concept floor plan.  Situated on an over sized lot that's ideal for a future pool.  This residence is located near the end of a cul-de-sac street with limited traffic.  The inviting tiled entry welcomes you home and the covered patio is a great place to unwind.  The over sized two car garage has an expanded storage kick out.  Don't miss out on this beautiful home and call today for a viewing.",29.732608795166016,3094.0,-95.83682250976562,399900,https://www.zillow.com/homedetails/27015-Calaway-Falls-Ln-Katy-TX-77494/119899165_zpid/,2013.0,,,,,,,
252,352,Katy,,,TX,3503 Cinco Lakes Dr,,77450,4.0,4.0,USD,"Beautiful 2-story with a heated inground pool & spa. Step inside to find a soaring entry w/marble floors, a sweeping staircase, & stunning natural light. Enjoy special occasions in the elegant formal dining room.  A huge kitchen has granite countertops, tile back-splash, under-cabinet lights, built-in appliances, & a large pantry.  Enjoy a spacious den & separate family room both w/gas-log fireplaces. 1st-floor owner's suite w/remodeled bath & huge walk-in closet. Owner's bath gorgeous dual sink vanity, beautiful tile work, a clawfoot tub, & walk-in shower w/frameless glass divider & open access. Upstairs is a large game room w/a built-in desk & storage & wet-bar, 3-spacious bedrooms, & 2 full baths. A heated in-ground pool & spa are surrounded by extensive decking & a large fenced yard. Amenities include lakes, scenic trails, pools & splash pads, parks & playgrounds, a fitness center, golf course & club & in neighborhood dining & shopping. Easy access to the Grand Parkway/99. KISD.",29.73651885986328,3726.0,-95.75858306884766,449900,https://www.zillow.com/homedetails/3503-Cinco-Lakes-Dr-Katy-TX-77450/27546704_zpid/,1992.0,,,,,,,
253,353,Katy,,,TX,23703 Desert Gold Dr,,77494,4.0,4.0,USD,"This 3194 square foot single family home has 4 bedrooms and 4.0 bathrooms. This home is located at 23703 Desert Gold Dr, Katy, TX 77494.",29.706056594848636,3194.0,-95.78472137451172,418500,https://www.zillow.com/homedetails/23703-Desert-Gold-Dr-Katy-TX-77494/82723403_zpid/,2004.0,,,,,,,
254,354,Richmond,,,TX,8154 Cheyenne Hills Trl,,77406,2.0,3.0,USD,"JUST LISTED in fabulous Briscoe Falls on one of the very few and desirable OVERSIZED CUL-DE-SAC lot and has NEVER flooded. This spectacular 3/2/2 w/ study and BRAND NEW POOL/SPA has been lovingly cared for by the original owners and is simply gorgeous w/ popular upgrades throughout. This contemporary layout has many of the features and amenities that today's buyers are looking for including: upgraded stone / brick front elevation, extended covered back patio, oversized family room, cool interior colors, custom window coverings and vaulted ceilings throughout. The upgraded kitchen is equipped w/ granite counters, 42"" cabinets, tile back splash, island w/ breakfast bar, ENERGY STAR appliances and more. Master suite has connected master bath w/ large glass shower, dual sinks, walk-in closet w/ barn door and a versatile custom shelving system. The upgraded lot offers plenty of space in addition to the brand new pool/spa with custom built screened enclosure. What a place to call home!",29.68154716491699,2372.0,-95.81706237792969,349990,https://www.zillow.com/homedetails/8154-Cheyenne-Hills-Trl-Richmond-TX-77406/245542254_zpid/,2016.0,,,,,,,
255,355,Katy,,,TX,22106 Cascade Springs Dr,,77494,3.0,4.0,USD,"More Pictures Coming!! Beautiful two story home located in highly desirable Grand Lakes Community. Spacious family room with high ceiling; formal dinning and living room, primary bedroom/ceiling fan; huge game room and other three spacious bedrooms up; HARDWOOD FLOOR through out first and second floor and stairs. FRESH NEW PAINT INTERIOR, NEW OVEN AND COOKTOP. Granite counter tops in the kitchen. Great Katy Schools, walking distance to Alexander Elementary, Pools and Tennis Court. Fishing in the stocked lakes. Miles of walking trails.",29.708112716674805,2904.0,-95.7652359008789,349900,https://www.zillow.com/homedetails/22106-Cascade-Springs-Dr-Katy-TX-77494/59755618_zpid/,2002.0,,,,,,,
256,356,Katy,,,TX,6023 Emberwood Falls Dr,,77494,4.0,4.0,USD,"Beautiful Lennar home in established Cinco Ranch Southwest.  Home features a tiled entrance with high ceilings, private study, large kitchen that is open to family room, with large island that looks into the family room, granite counters, 42""cabinets and a walk in pantry.  The primary bedroom has a tray ceiling, ensuite bath with dual vanities, garden tub with separate shower and huge closet.  Upstairs you will find a large game room, two bedrooms with Jack and Jill bath and fourth bedroom.  This home sits on a large lot with established landscaping in the back yard.  The extended covered patio also has 6 foot extension for you to add a hot tub. You can sit out back and enjoy your morning coffee plus for you avid bird watchers, there is a 10 year established purple martin colony.  Zoned to high rated Katy Schools. Residents enjoy all the parks, pools, boat docks, covered pavilion and so much more Cinco Ranch has to offer. Schedule your personal showing TODAY!",29.70443153381348,3304.0,-95.83163452148438,380000,https://www.zillow.com/homedetails/6023-Emberwood-Falls-Dr-Katy-TX-77494/84746108_zpid/,2008.0,,,,,,,
257,357,Katy,,,TX,1527 Lago Vista Ln,,77494,4.0,4.0,USD,"This never flooded Katy ISD home is nestled in a gated community and offers a LOW TAX rate with easy access to both hwy 99 and 1-10. Close to tons of shopping, Katy Mills mall, the new boardwalk, medical facilities and TOP rated Katy ISD schools. Walk up the sidewalk to this stately brick home with mature trees. As you enter this well maintained home you will walk into a grand entryway with high ceilings, rich hardwood floors, formal dining room, a majestic stone fireplace with a hearth large enough for family photos. The oversized living room has high ceilings, a wall of windows overlooking the pool sized back yard, covered patio, outdoor kitchen, and stamped concrete patio, sprinklers and a french drain. Fresh white kitchen with granite counters, double ovens, 5 burner gas cooktop, wine cooler and eat in kitchen.The downstairs primary bedroom will wow you w/the space, large soaking tub and separate shower, a walk in closet. Head up the wood stairs to enjoy the rest of your tour!",29.75957107543945,3220.0,-95.78313446044922,350000,https://www.zillow.com/homedetails/1527-Lago-Vista-Ln-Katy-TX-77494/50209808_zpid/,1998.0,,,,,,,
258,358,Fulshear,,,TX,6511 Tamarind Sky Ln,,77441,3.0,4.0,USD,"Welcome to Cross Creek Ranch.  Come take a look at this immaculate two-story home built by Ashton Woods located on a cul-de-sac street.  This home is located close to the hiking and biking trails that Cross Creek offers.  This 4 bedroom 2 full and 1 half bath offers an incredible amount of natural light throughout the home.  The entry way has a magnificent 19 foot ceiling.  Tile flooring and carpet throughout the home.  The kitchen has granite counter tops, opens up to the family room and has a butler pantry to the formal dining room, which makes it perfect for entertaining.  The master bath has a wonderful soaking tub for use after a long day.  You can have all this and more, located in the Katy ISD.",29.69642448425293,3468.0,-95.85638427734376,330000,https://www.zillow.com/homedetails/6511-Tamarind-Sky-Ln-Fulshear-TX-77441/112164853_zpid/,2011.0,,,,,,,
259,359,Fulshear,,,TX,28023 Castle Park Ln,,77441,4.0,4.0,USD,"Welcome to your beautiful new home in Cross Creek Ranch!  This immaculate home is within walking distance to all three schools and offers an abundance of privacy with no backyard neighbors.  Hardwood flooring, as well as tile offers an elegant, warm feeling throughout the home.  Chef's kitchen with gas cooktop and stainless steel appliances is open to family room and a perfect place for all to gather.  Primary suite is quaint and provides natural light and great space.  Primary bath has his/her vanity areas and separate tub and walk in closets.  Upstairs offers a large gameroom space and the secondary bedrooms are well appointed and spacious.  Finish an evening in the backyard space with this beautiful manicured yard and covered patio.",29.7276611328125,3200.0,-95.85647583007812,399000,https://www.zillow.com/homedetails/28023-Castle-Park-Ln-Fulshear-TX-77441/176799418_zpid/,2016.0,,,,,,,
260,360,Katy,,,TX,28939 Canyon Pass Dr,,77494,4.0,4.0,USD,"Firethorne  is a master planned nestled within mature vegetation.  14-acre lake, greenbelts, resort-style, multi-family swim center, Rec center, and many Community Events throughout the year. Located near I -10 and Grand Pkwy & Westpark.  Ashton Woods offers  a wide array of open concepts plans & designs to fit your style. Enter into a luxury living  spacious home, featuring 2 story Chapman  Plan 4 bedrooms, 3.5  baths, Both formals, Kitchen open to family room, has lots of windows, high ceilings, Barnett Stone Cabinetry, Quartz C tops in kitchen, master bath,designer Marble Frost kitchen backsplash, SS bowl kitchen sink, Wood flooring throughout, SS Appliances, 8' doors throughout, upgraded pad and carpet in bedrooms and Gameroom.",29.72988319396973,2958.0,-95.84590911865234,458933,https://www.zillow.com/homedetails/28939-Canyon-Pass-Dr-Katy-TX-77494/2076674575_zpid/,2021.0,,,,,,,
261,361,Fulshear,,,TX,27526 Llano Meadows Ln,,77441,5.0,5.0,USD,"Welcome home to Cross Creek Ranch. This immaculate 2-story home located on a cul-de-sac street close to miles of hike and bike trails offers 5 bedrooms, 4.5 full baths, with 2nd bedroom down with en-suite. Hardwood flooring, Elegant formal dining is perfect for dinner parties, The oversized family room offers a cast stone gas fireplace soaring ceilings, and abundant natural lighting overlooking a covered patio and pool sized lot. The gourmet island kitchen is an entertainer's dream, offering stainless steel appliances, walk in pantry, stainless steel appliances, and extensive granite countertops. Relax in the Private primary bedroom with a spa-like primary bath with a soaking tub, separate glass-enclosed shower, and oversized walk-in closet. The kids will love the game room and the media room is perfect for family movie nights. Located in Katy ISD",29.71709251403809,4099.0,-95.85475158691406,569999,https://www.zillow.com/homedetails/27526-Llano-Meadows-Ln-Fulshear-TX-77441/122516696_zpid/,2014.0,,,,,,,
262,362,Katy,,,TX,2807 Winterton Trl,,77494,5.0,5.0,USD,"Stone & Brick Elevation! Dramatic Entry W/High Ceilings! Beautiful  Wood  Floors Throughout!  Dramatic Double door front entry! Elegant Formal Dining and study with modern etched glass french doors! Grand Family Rm W/Walls of Windows Look out to Huge Pool size Backyard & Outdoor Living! Family Boast Corner Fireplace, High amazing Ceilings open breakfast & Gourmet Kitchen! Gourmet Kitchen has Gorgeous Granite Counters, White Tall Cabinets Stainless Steel Built In Appliances!Spacious Master Suite with an ensuite featuring his and her vanities Additional  Guest Bedrm Downstairs  W/Full Bathrm! Sweeping Upgraded Iron Railing curved Stairway leads Upstairs to Game & Media Rm, Planning Center, Guest Suite W/Private Bath,Hollywood Bathrm & 2 Large Guest Bedrms! Huge Covered Patio W/Extended Patio & Outdoor Living Space! Mud room off three-car garage.Features Fully Equipped Spice kitchen in Tandem . Water Softener and Water Reverse Osmosis . Awarded Katy school District. Great Location!!!--",29.74441719055176,3798.0,-95.84547424316406,559990,https://www.zillow.com/homedetails/2807-Winterton-Trl-Katy-TX-77494/176800005_zpid/,2017.0,,,,,,,
263,363,Katy,,,TX,2410 Crossvine Dr,,77494,3.0,4.0,USD,"Beautiful EAST FACING Highland Home in Firethorne with 2 BEDROOMS DOWN. On Quiet Street! No back neighbors, and backs up to a vacant lot. Featuring an open floor plan with wood flooring, vaulted ceilings, gas-log fireplace, a 3-car tandem garage, game room, formal dining room and large formal office with French doors. Light and bright with modern styling and colors.  Kitchen is well-equipped with island, breakfast bar, and plenty of cabinetry for storage. The primary suite is spacious, with full bath with tub & separate shower. Upstairs game room opens up to the lower level. 2 BEDROOMS DOWNSTAIRS, and 2 bedrooms upstairs with jack and jill bath. Backyard is fenced, with covered patio and privacy! Great location, close to shopping and schools and parks.",29.75544357299805,3311.0,-95.87579345703124,389000,https://www.zillow.com/homedetails/2410-Crossvine-Dr-Katy-TX-77494/125568908_zpid/,2016.0,,,,,,,
264,364,Katy,,,TX,26115 Silver Timbers Ln,,77494,3.0,5.0,USD,"Beautiful Silver Ranch home with no back neighbors!   This home has been meticulously cared for, is zoned to award-winning Katy ISD schools and is just minutes from shopping and dining.  You'll love the spacious kitchen with tons of cabniet space, the large bedrooms upstairs, and covered patio to spend your evenings in the backyard.",29.73499298095703,2377.0,-95.8180160522461,310000,https://www.zillow.com/homedetails/26115-Silver-Timbers-Ln-Katy-TX-77494/89627594_zpid/,2009.0,,,,,,,
265,365,Katy,,,TX,22442 Tullis Trail Ct,,77494,3.0,4.0,USD,"Beautiful home filled w/decorator touches throughout. Step inside to find wood & tile floors in the living areas, raised ceilings, neutral paint, crown molding, arched doorways, upgraded fixtures & much more.  Gorgeous island kitchen w/granite countertops & tile back-splash, a chef's desk, SS appliances, a large pantry, & a breakfast bar open to the family room. Enjoy special occasions in the elegant formal dining room. 3-spacious beds & 2 full baths down. 1st-floor owner's suite w/a massive walk-in closet filled w/built-ins & a gorgeous spa-like bath w/a jetted tub, separate shower, & dual sink vanity.Huge flexroom w/full bath & large closet upstairs would make great bedroom or game room. Enjoy the beautiful extended slate patio w/sky-lights, TV connections, & the custom fire pit overlooking a lush sprawling fenced yard. Store yard equipment in the shed. Great amenities w/in walking distance include tennis, parks, pools, & scenic walking trails. Remarkable KISD schools!",29.70627784729004,2290.0,-95.7684097290039,310000,https://www.zillow.com/homedetails/22442-Tullis-Trail-Ct-Katy-TX-77494/59755596_zpid/,2001.0,,,,,,,
266,366,Katy,,,TX,25403 Mallard Bay Ln,,77494,2.0,3.0,USD,"Welcome to 25403 Mallard Bay in the beautiful Cinco Ranch Community. Lovely home with great opened split floor plan, freshly painted. This home includes 3 bedrooms with a study off the den. Kitchen & breakfast room/dining which are opened to the large den with corner fireplace (fireplace never used). Primary Suite is in the back of the house & overlooks the amazing pool! The primary bath has an oversized shower with seat,  double sinks, granite counters & 2 walk in closets. Kitchen is complete with granite counters, 42 inch cabinets, breakfast bar & stainless steel appliances. Refrigerator, washer & dryer are included. Secondary bathroom has granite counters & bowl sink. Floors in the den & study are wood. Home is complete with Low E double pane windows, blinds and 3 ceiling fans. Pretty covered patio overlooks a beautiful salt water pool with multi color light, a very nice waterfall feature & beach entrance. Your own private oasis awaits you! ALL COVID GUIDELINES MUST BE FOLLOWED!",29.70070075988769,2069.0,-95.818603515625,285000,https://www.zillow.com/homedetails/25403-Mallard-Bay-Ln-Katy-TX-77494/84750429_zpid/,2008.0,,,,,,,
267,367,Katy,,,TX,6139 Sierra Springs Ln,,77494,3.0,4.0,USD,"STUNNING two-story home in sought-after Westheimer Lakes North and zoned to Katy ISD!  Features an open floor plan with tons of natural light, gorgeous laminate flooring, brand new granite countertops in kitchen, new paint throughout the home, new carpet in secondary rooms, huge game room with additional space for a home office, oversized master bedroom, neutral paint colors, a welcoming front porch, covered back patio and so much more!",29.70277976989746,2271.0,-95.84324645996094,259900,https://www.zillow.com/homedetails/6139-Sierra-Springs-Ln-Katy-TX-77494/84750797_zpid/,2009.0,,,,,,,
